domain,evaluation_strategy,popularity_notion,algorithm,metric_type,user_group,comparison_group,value,p_value
music,eva_three,pop_one,PMF,GAP_TTEST,N/A,low-med,,0.0
music,eva_three,pop_one,NMF,GAP_TTEST,N/A,low-med,,5.484350221884732e-177
music,eva_three,pop_one,HPF,GAP_TTEST,N/A,low-med,,0.0041621350376574
music,eva_three,pop_one,MostPop,GAP_TTEST,N/A,low-high,,0.0
music,eva_three,pop_one,UserKNN,GAP_TTEST,N/A,low-high,,4.3537399916669675e-66
music,eva_three,pop_one,ItemKNN,GAP_TTEST,N/A,low-high,,9.918393928680699e-19
music,eva_three,pop_one,PMF,GAP_TTEST,N/A,low-high,,0.0
music,eva_three,pop_one,NMF,GAP_TTEST,N/A,low-high,,5.548706204185327e-270
music,eva_three,pop_one,HPF,GAP_TTEST,N/A,low-high,,4.253635548636741e-09
music,eva_three,pop_one,MostPop,GAP_TTEST,N/A,med-high,,0.0
music,eva_three,pop_one,UserKNN,GAP_TTEST,N/A,med-high,,5.1474127211394675e-40
music,eva_three,pop_one,ItemKNN,GAP_TTEST,N/A,med-high,,5.239030346578349e-10
music,eva_three,pop_one,PMF,GAP_TTEST,N/A,med-high,,0.0
music,eva_three,pop_one,NMF,GAP_TTEST,N/A,med-high,,1.5520597782091706e-199
music,eva_three,pop_one,HPF,GAP_TTEST,N/A,med-high,,8.784643646021498e-07
music,eva_three,pop_two,MostPop,NDCG,low,N/A,0.138079214276322,
music,eva_three,pop_two,UserKNN,NDCG,low,N/A,0.0148670968345386,
music,eva_three,pop_two,ItemKNN,NDCG,low,N/A,0.0262816065561657,
music,eva_three,pop_two,PMF,NDCG,low,N/A,0.0126997146413756,
music,eva_three,pop_two,NMF,NDCG,low,N/A,0.0164271641132819,
music,eva_three,pop_two,HPF,NDCG,low,N/A,0.3836302613847152,
music,eva_three,pop_two,MostPop,NDCG,med,N/A,0.3307853938779372,
music,eva_three,pop_two,UserKNN,NDCG,med,N/A,0.0128405122921943,
music,eva_three,pop_two,ItemKNN,NDCG,med,N/A,0.0249191803547837,
music,eva_three,pop_two,PMF,NDCG,med,N/A,0.0159555681872189,
music,eva_three,pop_two,NMF,NDCG,med,N/A,0.0157417855769218,
music,eva_three,pop_two,HPF,NDCG,med,N/A,0.4447273437825144,
music,eva_three,pop_two,MostPop,NDCG,high,N/A,0.3953422337481472,
music,eva_three,pop_two,UserKNN,NDCG,high,N/A,0.0062177848339321,
music,eva_three,pop_two,ItemKNN,NDCG,high,N/A,0.0307068322711087,
music,eva_three,pop_two,PMF,NDCG,high,N/A,0.0078804549638525,
music,eva_three,pop_two,NMF,NDCG,high,N/A,0.0,
music,eva_three,pop_two,HPF,NDCG,high,N/A,0.4406096150356864,
music,eva_three,pop_two,MostPop,GAP,low,N/A,733.9091021003977,
music,eva_three,pop_two,UserKNN,GAP,low,N/A,-69.25329999891164,
music,eva_three,pop_two,ItemKNN,GAP,low,N/A,-51.4239391135591,
music,eva_three,pop_two,PMF,GAP,low,N/A,-68.98986519985993,
music,eva_three,pop_two,NMF,GAP,low,N/A,-75.43398004084546,
music,eva_three,pop_two,HPF,GAP,low,N/A,125.56197582850086,
music,eva_three,pop_two,MostPop,GAP,med,N/A,373.8433585798557,
music,eva_three,pop_two,UserKNN,GAP,med,N/A,-83.38656051817094,
music,eva_three,pop_two,ItemKNN,GAP,med,N/A,-67.6091430295603,
music,eva_three,pop_two,PMF,GAP,med,N/A,-81.55252400877782,
music,eva_three,pop_two,NMF,GAP,med,N/A,-85.64411165880502,
